Неделя;2026-W17
Дата;Время;Имя;Возраст;Пол;SessionID;Событие;Экран;Тест;Этап;Действие;Длительность_мс;X;Y;Крен;Значение;Примечание
25.04.2026;15:37:10;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;7742;474.822;6.001;0.0;2;"axes=X; Scur=1.0000; Ssum=6.0006; lambda=1.0000"
25.04.2026;15:37:14;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;11515;469.293;9.219;0.0;3;"axes=X; Scur=1.0000; Ssum=9.2191; lambda=1.0000"
25.04.2026;15:37:15;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;11964;-472.758;9.219;0.0;4;"axes=X; Scur=1.0000; Ssum=9.2191; lambda=1.0000"
25.04.2026;15:37:15;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;12431;-497.3;9.576;0.0;5;"axes=X; Scur=1.0000; Ssum=9.5758; lambda=1.0000"
25.04.2026;15:37:15;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;12813;461.246;10.659;0.0;6;"axes=X; Scur=1.0000; Ssum=10.6592; lambda=1.0000"
25.04.2026;15:37:17;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;14398;469.29;12.278;0.0;7;"axes=X; Scur=1.0000; Ssum=12.2783; lambda=1.0000"
25.04.2026;15:37:19;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;16449;-476.23;12.75;0.0;8;"axes=X; Scur=1.0000; Ssum=12.7496; lambda=1.0000"
25.04.2026;15:37:21;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;18251;460.872;14.045;0.0;9;"axes=X; Scur=1.0000; Ssum=14.0447; lambda=1.0000"
25.04.2026;15:37:22;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;19079;-481.3;15.409;0.0;10;"axes=X; Scur=1.0000; Ssum=15.4093; lambda=1.0000"
25.04.2026;15:37:22;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;19701;486.345;16.134;0.0;11;"axes=X; Scur=1.0000; Ssum=16.1340; lambda=1.0000"
25.04.2026;15:37:23;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;20268;-478.959;16.315;0.0;12;"axes=X; Scur=1.0000; Ssum=16.3148; lambda=1.0000"
25.04.2026;15:37:24;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;21101;458.583;18.3;0.0;13;"axes=X; Scur=1.0000; Ssum=18.2997; lambda=1.0000"
25.04.2026;15:37:25;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;22783;-472.573;19.538;0.0;14;"axes=X; Scur=1.0000; Ssum=19.5380; lambda=1.0000"
25.04.2026;15:37:27;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;24189;-452.63;19.853;0.0;15;"axes=X; Scur=1.0000; Ssum=19.8531; lambda=1.0000"
25.04.2026;15:37:27;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;24927;509.925;19.853;0.0;16;"axes=X; Scur=1.0000; Ssum=19.8531; lambda=1.0000"
25.04.2026;15:37:28;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;25013;476.512;21.853;0.0;17;"axes=X; Scur=1.0000; Ssum=21.8531; lambda=1.0000"
25.04.2026;15:37:28;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;25280;-475.769;21.853;0.0;18;"axes=X; Scur=1.0000; Ssum=21.8531; lambda=1.0000"
25.04.2026;15:37:29;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;26173;472.019;22.656;0.0;19;"axes=X; Scur=1.0000; Ssum=22.6564; lambda=1.0000"
25.04.2026;15:37:30;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;1;crash;27771;-466.828;24.038;0.0;20;"axes=X; Scur=1.0000; Ssum=24.0376; lambda=1.0000"
25.04.2026;15:37:32;еап;44;Мужской;20260425_153658_390106;stage_report;method_a;method_a_stage;1;stage_end;30002;1.0;0.2298;0.0;20;"axes=X; gamma=0.7702; h=0.2298; tr=0.0000"
25.04.2026;15:37:32;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;15:37:40;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;6213;-446.098;9.288;0.0;1;"axes=X,Y; Scur=1.0337; Ssum=9.2877; lambda=1.4142"
25.04.2026;15:37:43;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;9266;447.189;9.693;0.0;2;"axes=X,Y; Scur=1.0316; Ssum=9.6932; lambda=1.4142"
25.04.2026;15:37:43;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;9770;-446.894;9.78;0.0;3;"axes=X,Y; Scur=1.0061; Ssum=9.7802; lambda=1.4142"
25.04.2026;15:37:44;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;10405;446.214;10.152;0.0;4;"axes=X,Y; Scur=1.0313; Ssum=10.1522; lambda=1.4142"
25.04.2026;15:37:44;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;10788;-468.682;10.152;0.0;5;"axes=X,Y; Scur=1.0000; Ssum=10.1522; lambda=1.4142"
25.04.2026;15:37:45;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;10975;-460.052;10.152;0.0;6;"axes=X,Y; Scur=1.0000; Ssum=10.1522; lambda=1.4142"
25.04.2026;15:37:45;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;11559;445.507;11.768;0.0;7;"axes=X,Y; Scur=1.0065; Ssum=11.7677; lambda=1.4142"
25.04.2026;15:37:45;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;11696;-445.861;11.768;0.0;8;"axes=X,Y; Scur=1.0000; Ssum=11.7677; lambda=1.4142"
25.04.2026;15:37:46;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;12290;511.391;13.005;0.0;9;"axes=X,Y; Scur=1.0000; Ssum=13.0049; lambda=1.4142"
25.04.2026;15:37:46;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;12624;-451.497;13.324;0.0;10;"axes=X,Y; Scur=1.0000; Ssum=13.3245; lambda=1.4142"
25.04.2026;15:37:46;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;12843;506.281;13.324;0.0;11;"axes=X,Y; Scur=1.0000; Ssum=13.3245; lambda=1.4142"
25.04.2026;15:37:47;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;13574;-457.751;14.393;0.0;12;"axes=X,Y; Scur=1.0005; Ssum=14.3929; lambda=1.4142"
25.04.2026;15:37:47;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;13758;510.376;14.393;0.0;13;"axes=X,Y; Scur=1.0012; Ssum=14.3929; lambda=1.4142"
25.04.2026;15:37:48;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;14078;-460.19;15.61;0.0;14;"axes=X,Y; Scur=1.0000; Ssum=15.6096; lambda=1.4142"
25.04.2026;15:37:48;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;14618;483.208;15.63;0.0;15;"axes=X,Y; Scur=1.0103; Ssum=15.6301; lambda=1.4142"
25.04.2026;15:37:49;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;14967;-481.806;15.63;0.0;16;"axes=X,Y; Scur=1.0000; Ssum=15.6301; lambda=1.4142"
25.04.2026;15:37:49;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;15623;-474.138;15.856;0.0;17;"axes=X,Y; Scur=1.0010; Ssum=15.8559; lambda=1.4142"
25.04.2026;15:37:49;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;15844;485.033;15.856;0.0;18;"axes=X,Y; Scur=1.0000; Ssum=15.8559; lambda=1.4142"
25.04.2026;15:37:50;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;16047;-482.016;17.273;0.0;19;"axes=X,Y; Scur=1.0000; Ssum=17.2732; lambda=1.4142"
25.04.2026;15:37:51;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;16998;464.346;17.43;0.0;20;"axes=X,Y; Scur=1.0000; Ssum=17.4301; lambda=1.4142"
25.04.2026;15:37:55;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;21676;-136.448;20.584;0.0;21;"axes=X,Y; Scur=1.0140; Ssum=20.5844; lambda=1.4142"
25.04.2026;15:37:56;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;22480;-39.901;20.594;0.0;22;"axes=X,Y; Scur=1.0000; Ssum=20.5937; lambda=1.4142"
25.04.2026;15:37:57;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;23569;-111.342;21.306;0.0;23;"axes=X,Y; Scur=1.0050; Ssum=21.3061; lambda=1.4142"
25.04.2026;15:38:01;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;27763;485.287;22.462;0.0;24;"axes=X,Y; Scur=1.0000; Ssum=22.4618; lambda=1.4142"
25.04.2026;15:38:03;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;29346;458.21;22.823;0.0;25;"axes=X,Y; Scur=1.0000; Ssum=22.8226; lambda=1.4142"
25.04.2026;15:38:03;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;29800;467.132;23.249;0.0;26;"axes=X,Y; Scur=1.0000; Ssum=23.2491; lambda=1.4142"
25.04.2026;15:38:04;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;30083;457.363;24.729;0.0;27;"axes=X,Y; Scur=1.0000; Ssum=24.7287; lambda=1.4142"
25.04.2026;15:38:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;31039;476.292;26.633;0.0;28;"axes=X,Y; Scur=1.0010; Ssum=26.6330; lambda=1.4142"
25.04.2026;15:38:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;31528;447.316;28.357;0.0;29;"axes=X,Y; Scur=1.0000; Ssum=28.3569; lambda=1.4142"
25.04.2026;15:38:06;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;32339;-448.716;29.198;0.0;30;"axes=X,Y; Scur=1.0000; Ssum=29.1977; lambda=1.4142"
25.04.2026;15:38:06;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;32940;-472.808;30.062;0.0;31;"axes=X,Y; Scur=1.0000; Ssum=30.0617; lambda=1.4142"
25.04.2026;15:38:07;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;33094;-447.871;31.049;0.0;32;"axes=X,Y; Scur=1.0000; Ssum=31.0486; lambda=1.4142"
25.04.2026;15:38:07;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;33478;488.796;31.049;0.0;33;"axes=X,Y; Scur=1.0000; Ssum=31.0486; lambda=1.4142"
25.04.2026;15:38:07;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;33633;455.633;32.419;0.0;34;"axes=X,Y; Scur=1.0000; Ssum=32.4192; lambda=1.4142"
25.04.2026;15:38:08;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;34908;-451.708;33.092;0.0;35;"axes=X,Y; Scur=1.1009; Ssum=33.0921; lambda=1.4142"
25.04.2026;15:38:09;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;35340;489.726;33.837;0.0;36;"axes=X,Y; Scur=1.0000; Ssum=33.8370; lambda=1.4142"
25.04.2026;15:38:10;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;36037;464.82;37.158;0.0;37;"axes=X,Y; Scur=1.0000; Ssum=37.1575; lambda=1.4142"
25.04.2026;15:38:10;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;36712;-482.043;37.158;0.0;38;"axes=X,Y; Scur=1.0070; Ssum=37.1575; lambda=1.4142"
25.04.2026;15:38:10;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;36880;-448.161;37.158;0.0;39;"axes=X,Y; Scur=1.0000; Ssum=37.1575; lambda=1.4142"
25.04.2026;15:38:11;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;37182;-446.876;37.621;0.0;40;"axes=X,Y; Scur=1.0000; Ssum=37.6215; lambda=1.4142"
25.04.2026;15:38:11;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;37470;446.512;37.621;0.0;41;"axes=X,Y; Scur=1.0000; Ssum=37.6215; lambda=1.4142"
25.04.2026;15:38:11;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;37621;474.645;38.847;0.0;42;"axes=X,Y; Scur=1.0000; Ssum=38.8472; lambda=1.4142"
25.04.2026;15:38:12;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;38319;-475.515;39.143;0.0;43;"axes=X,Y; Scur=1.0001; Ssum=39.1435; lambda=1.4142"
25.04.2026;15:38:12;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;38572;-461.207;40.732;0.0;44;"axes=X,Y; Scur=1.0000; Ssum=40.7325; lambda=1.4142"
25.04.2026;15:38:12;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;38688;-465.264;40.732;0.0;45;"axes=X,Y; Scur=1.0000; Ssum=40.7325; lambda=1.4142"
25.04.2026;15:38:13;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;39053;498.441;41.673;0.0;46;"axes=X,Y; Scur=1.0000; Ssum=41.6728; lambda=1.4142"
25.04.2026;15:38:13;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;39158;451.109;41.673;0.0;47;"axes=X,Y; Scur=1.0000; Ssum=41.6728; lambda=1.4142"
25.04.2026;15:38:14;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;2;crash;39990;-445.783;42.205;0.0;48;"axes=X,Y; Scur=1.0000; Ssum=42.2050; lambda=1.4142"
25.04.2026;15:38:14;еап;44;Мужской;20260425_153658_390106;stage_report;method_a;method_a_stage;2;stage_end;40079;1.4142;0.2081;0.0;48;"axes=X,Y; gamma=0.7919; h=0.2081; tr=0.0000"
25.04.2026;15:38:14;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;15:38:16;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;1195;-369.412;1.453;7.17;1;"axes=X,Y,Z; Scur=1.2779; Ssum=1.4526; lambda=1.7321"
25.04.2026;15:38:16;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;1836;-187.634;1.505;3.852;2;"axes=X,Y,Z; Scur=1.0457; Ssum=1.5050; lambda=1.7321"
25.04.2026;15:38:21;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;5940;447.124;5.691;-10.698;3;"axes=X,Y,Z; Scur=1.3652; Ssum=5.6908; lambda=1.7321"
25.04.2026;15:38:22;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;7050;186.379;7.718;-6.66;4;"axes=X,Y,Z; Scur=1.0447; Ssum=7.7176; lambda=1.7321"
25.04.2026;15:38:22;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;7663;-449.743;7.867;-3.678;5;"axes=X,Y,Z; Scur=1.2151; Ssum=7.8674; lambda=1.7321"
25.04.2026;15:38:23;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;7993;-464.675;7.867;-1.98;6;"axes=X,Y,Z; Scur=1.0000; Ssum=7.8674; lambda=1.7321"
25.04.2026;15:38:23;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;8188;-456.902;8.454;-1.17;7;"axes=X,Y,Z; Scur=1.0000; Ssum=8.4539; lambda=1.7321"
25.04.2026;15:38:23;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;8670;-446.759;9.213;-2.892;8;"axes=X,Y,Z; Scur=1.0736; Ssum=9.2127; lambda=1.7321"
25.04.2026;15:38:24;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;8895;-447.151;9.213;-1.35;9;"axes=X,Y,Z; Scur=1.1537; Ssum=9.2127; lambda=1.7321"
25.04.2026;15:38:24;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;9118;463.313;9.951;-1.338;10;"axes=X,Y,Z; Scur=1.2479; Ssum=9.9506; lambda=1.7321"
25.04.2026;15:38:24;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;9251;464.752;9.951;-0.798;11;"axes=X,Y,Z; Scur=1.0000; Ssum=9.9506; lambda=1.7321"
25.04.2026;15:38:24;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;9397;470.525;9.951;-0.876;12;"axes=X,Y,Z; Scur=1.0000; Ssum=9.9506; lambda=1.7321"
25.04.2026;15:38:24;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;9627;-489.444;10.266;-1.38;13;"axes=X,Y,Z; Scur=1.1369; Ssum=10.2664; lambda=1.7321"
25.04.2026;15:38:25;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;10110;447.013;11.212;-2.898;14;"axes=X,Y,Z; Scur=1.1227; Ssum=11.2116; lambda=1.7321"
25.04.2026;15:38:26;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;11214;-459.23;13.806;-6.624;15;"axes=X,Y,Z; Scur=1.0127; Ssum=13.8060; lambda=1.7321"
25.04.2026;15:38:27;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;11933;453.399;13.964;-4.32;16;"axes=X,Y,Z; Scur=1.1684; Ssum=13.9638; lambda=1.7321"
25.04.2026;15:38:27;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;12573;489.178;14.858;-3.84;17;"axes=X,Y,Z; Scur=1.0106; Ssum=14.8583; lambda=1.7321"
25.04.2026;15:38:27;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;12717;-502.864;14.858;-0.864;18;"axes=X,Y,Z; Scur=1.0025; Ssum=14.8583; lambda=1.7321"
25.04.2026;15:38:28;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;12997;469.199;14.858;-1.68;19;"axes=X,Y,Z; Scur=1.0000; Ssum=14.8583; lambda=1.7321"
25.04.2026;15:38:28;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;13123;-457.037;15.488;-0.756;20;"axes=X,Y,Z; Scur=1.0024; Ssum=15.4883; lambda=1.7321"
25.04.2026;15:38:28;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;13338;448.655;15.488;1.29;21;"axes=X,Y,Z; Scur=1.0000; Ssum=15.4883; lambda=1.7321"
25.04.2026;15:38:29;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;13878;-462.996;16.189;3.24;22;"axes=X,Y,Z; Scur=1.0000; Ssum=16.1890; lambda=1.7321"
25.04.2026;15:38:29;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;14054;447.258;16.751;1.056;23;"axes=X,Y,Z; Scur=1.0000; Ssum=16.7506; lambda=1.7321"
25.04.2026;15:38:29;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;14764;-447.385;17.283;4.26;24;"axes=X,Y,Z; Scur=1.0036; Ssum=17.2827; lambda=1.7321"
25.04.2026;15:38:30;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;14988;576.587;17.283;1.344;25;"axes=X,Y,Z; Scur=1.0000; Ssum=17.2827; lambda=1.7321"
25.04.2026;15:38:30;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;15202;-473.713;17.647;1.284;26;"axes=X,Y,Z; Scur=1.0000; Ssum=17.6472; lambda=1.7321"
25.04.2026;15:38:30;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;15446;491.981;17.647;1.464;27;"axes=X,Y,Z; Scur=1.0000; Ssum=17.6472; lambda=1.7321"
25.04.2026;15:38:31;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;16004;-464.654;19.187;3.348;28;"axes=X,Y,Z; Scur=1.0002; Ssum=19.1873; lambda=1.7321"
25.04.2026;15:38:31;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;16181;490.003;19.187;1.062;29;"axes=X,Y,Z; Scur=1.0000; Ssum=19.1873; lambda=1.7321"
25.04.2026;15:38:32;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;17181;-367.472;19.926;6.0;30;"axes=X,Y,Z; Scur=1.2746; Ssum=19.9256; lambda=1.7321"
25.04.2026;15:38:33;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;18252;7.612;20.791;6.426;31;"axes=X,Y,Z; Scur=1.0000; Ssum=20.7906; lambda=1.7321"
25.04.2026;15:38:33;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;18746;42.649;20.791;2.964;32;"axes=X,Y,Z; Scur=1.0000; Ssum=20.7906; lambda=1.7321"
25.04.2026;15:38:34;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;18908;455.951;20.791;0.972;33;"axes=X,Y,Z; Scur=1.3423; Ssum=20.7906; lambda=1.7321"
25.04.2026;15:38:34;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;19067;-314.597;21.4;0.954;34;"axes=X,Y,Z; Scur=1.1915; Ssum=21.3995; lambda=1.7321"
25.04.2026;15:38:34;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;19161;-522.295;21.4;0.564;35;"axes=X,Y,Z; Scur=1.0025; Ssum=21.3995; lambda=1.7321"
25.04.2026;15:38:34;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;19818;500.171;22.415;3.15;36;"axes=X,Y,Z; Scur=1.0612; Ssum=22.4150; lambda=1.7321"
25.04.2026;15:38:35;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;20012;-529.098;24.148;-1.164;37;"axes=X,Y,Z; Scur=1.0140; Ssum=24.1478; lambda=1.7321"
25.04.2026;15:38:35;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;20273;514.952;24.148;-1.566;38;"axes=X,Y,Z; Scur=1.0000; Ssum=24.1478; lambda=1.7321"
25.04.2026;15:38:35;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;20534;-468.728;25.037;-1.566;39;"axes=X,Y,Z; Scur=1.0018; Ssum=25.0370; lambda=1.7321"
25.04.2026;15:38:35;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;20730;626.912;25.037;-1.176;40;"axes=X,Y,Z; Scur=1.0000; Ssum=25.0370; lambda=1.7321"
25.04.2026;15:38:36;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;21487;474.653;26.063;-4.542;41;"axes=X,Y,Z; Scur=1.0526; Ssum=26.0634; lambda=1.7321"
25.04.2026;15:38:36;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;21647;446.07;26.938;-0.96;42;"axes=X,Y,Z; Scur=1.0022; Ssum=26.9384; lambda=1.7321"
25.04.2026;15:38:37;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;22212;-491.834;28.109;-3.39;43;"axes=X,Y,Z; Scur=1.0001; Ssum=28.1088; lambda=1.7321"
25.04.2026;15:38:37;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;22507;455.34;30.093;-1.77;44;"axes=X,Y,Z; Scur=1.0403; Ssum=30.0928; lambda=1.7321"
25.04.2026;15:38:38;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;23202;446.096;30.437;-4.17;45;"axes=X,Y,Z; Scur=1.0843; Ssum=30.4374; lambda=1.7321"
25.04.2026;15:38:38;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;23728;-449.811;31.744;-3.156;46;"axes=X,Y,Z; Scur=1.0000; Ssum=31.7439; lambda=1.7321"
25.04.2026;15:38:39;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;24190;459.499;32.341;-2.772;47;"axes=X,Y,Z; Scur=1.0023; Ssum=32.3411; lambda=1.7321"
25.04.2026;15:38:40;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;25490;404.903;33.056;-7.8;48;"axes=X,Y,Z; Scur=1.3395; Ssum=33.0562; lambda=1.7321"
25.04.2026;15:38:43;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;28332;445.971;41.373;-17.052;49;"axes=X,Y,Z; Scur=1.3119; Ssum=41.3729; lambda=1.7321"
25.04.2026;15:38:48;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;33020;-267.158;45.577;-28.128;50;"axes=X,Y,Z; Scur=0.5672; Ssum=45.5770; lambda=1.7321"
25.04.2026;15:38:52;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;37703;-73.246;51.049;-28.098;51;"axes=X,Y,Z; Scur=0.7706; Ssum=51.0493; lambda=1.7321"
25.04.2026;15:38:58;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;43712;445.931;65.435;27.498;52;"axes=X,Y,Z; Scur=1.4310; Ssum=65.4349; lambda=1.7321"
25.04.2026;15:39:01;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;46297;-454.295;66.114;15.504;53;"axes=X,Y,Z; Scur=1.0826; Ssum=66.1139; lambda=1.7321"
25.04.2026;15:39:01;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;46707;511.786;66.688;2.46;54;"axes=X,Y,Z; Scur=1.2731; Ssum=66.6882; lambda=1.7321"
25.04.2026;15:39:02;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;46868;466.357;66.688;0.966;55;"axes=X,Y,Z; Scur=1.0545; Ssum=66.6882; lambda=1.7321"
