Неделя;2026-W17
Дата;Время;Имя;Возраст;Пол;SessionID;Событие;Экран;Тест;Этап;Действие;Длительность_мс;X;Y;Крен;Значение;Примечание
25.04.2026;15:39:02;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47094;-488.544;66.753;1.356;56;"axes=X,Y,Z; Scur=1.0090; Ssum=66.7529; lambda=1.7321"
25.04.2026;15:39:02;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47189;-538.567;66.753;0.57;57;"axes=X,Y,Z; Scur=1.0052; Ssum=66.7529; lambda=1.7321"
25.04.2026;15:39:02;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47414;491.612;66.753;1.35;58;"axes=X,Y,Z; Scur=1.0000; Ssum=66.7529; lambda=1.7321"
25.04.2026;15:39:02;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47579;-520.554;66.761;0.99;59;"axes=X,Y,Z; Scur=1.0000; Ssum=66.7611; lambda=1.7321"
25.04.2026;15:39:02;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47721;461.09;66.761;0.852;60;"axes=X,Y,Z; Scur=1.0000; Ssum=66.7611; lambda=1.7321"
25.04.2026;15:39:03;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47884;-494.953;66.761;0.978;61;"axes=X,Y,Z; Scur=1.0000; Ssum=66.7611; lambda=1.7321"
25.04.2026;15:39:03;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;47979;448.108;66.761;0.57;62;"axes=X,Y,Z; Scur=1.0084; Ssum=66.7611; lambda=1.7321"
25.04.2026;15:39:03;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;48472;486.696;67.533;2.958;63;"axes=X,Y,Z; Scur=1.0194; Ssum=67.5333; lambda=1.7321"
25.04.2026;15:39:04;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49187;-464.05;68.842;4.29;64;"axes=X,Y,Z; Scur=1.0412; Ssum=68.8423; lambda=1.7321"
25.04.2026;15:39:04;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49297;542.817;68.842;0.66;65;"axes=X,Y,Z; Scur=1.0034; Ssum=68.8423; lambda=1.7321"
25.04.2026;15:39:04;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49526;-493.862;70.33;1.374;66;"axes=X,Y,Z; Scur=1.0035; Ssum=70.3304; lambda=1.7321"
25.04.2026;15:39:04;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49653;484.661;70.33;0.762;67;"axes=X,Y,Z; Scur=1.0001; Ssum=70.3304; lambda=1.7321"
25.04.2026;15:39:04;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49748;570.132;70.33;0.57;68;"axes=X,Y,Z; Scur=1.0007; Ssum=70.3304; lambda=1.7321"
25.04.2026;15:39:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49843;-517.605;70.33;0.57;69;"axes=X,Y,Z; Scur=1.0049; Ssum=70.3304; lambda=1.7321"
25.04.2026;15:39:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;49937;-699.445;70.33;0.564;70;"axes=X,Y,Z; Scur=1.0992; Ssum=70.3304; lambda=1.7321"
25.04.2026;15:39:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;50049;501.495;71.385;0.672;71;"axes=X,Y,Z; Scur=1.0000; Ssum=71.3855; lambda=1.7321"
25.04.2026;15:39:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;50143;817.998;71.385;0.564;72;"axes=X,Y,Z; Scur=1.0000; Ssum=71.3855; lambda=1.7321"
25.04.2026;15:39:05;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;50252;-535.114;71.385;0.654;73;"axes=X,Y,Z; Scur=1.0326; Ssum=71.3855; lambda=1.7321"
25.04.2026;15:39:06;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;50926;-461.756;71.993;4.044;74;"axes=X,Y,Z; Scur=1.0152; Ssum=71.9929; lambda=1.7321"
25.04.2026;15:39:07;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;52620;-481.305;76.843;5.808;75;"axes=X,Y,Z; Scur=1.0989; Ssum=76.8426; lambda=1.7321"
25.04.2026;15:39:08;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;53668;467.219;79.077;-6.288;76;"axes=X,Y,Z; Scur=1.0000; Ssum=79.0773; lambda=1.7321"
25.04.2026;15:39:10;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;54852;461.618;81.4;-7.104;77;"axes=X,Y,Z; Scur=1.0485; Ssum=81.3997; lambda=1.7321"
25.04.2026;15:39:10;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;55496;-452.044;82.233;-3.864;78;"axes=X,Y,Z; Scur=1.4114; Ssum=82.2327; lambda=1.7321"
25.04.2026;15:39:11;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;55972;459.51;82.964;-2.856;79;"axes=X,Y,Z; Scur=1.0000; Ssum=82.9644; lambda=1.7321"
25.04.2026;15:39:11;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;56406;-445.443;83.607;-2.604;80;"axes=X,Y,Z; Scur=1.0057; Ssum=83.6068; lambda=1.7321"
25.04.2026;15:39:11;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;56601;466.888;83.842;-1.17;81;"axes=X,Y,Z; Scur=1.0528; Ssum=83.8418; lambda=1.7321"
25.04.2026;15:39:13;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;58404;-466.935;84.756;-10.818;82;"axes=X,Y,Z; Scur=1.0001; Ssum=84.7558; lambda=1.7321"
25.04.2026;15:39:14;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;59013;455.629;87.105;-3.654;83;"axes=X,Y,Z; Scur=1.0112; Ssum=87.1053; lambda=1.7321"
25.04.2026;15:39:14;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;59143;459.734;87.105;-0.78;84;"axes=X,Y,Z; Scur=1.0000; Ssum=87.1053; lambda=1.7321"
25.04.2026;15:39:14;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;59687;461.088;87.105;-3.264;85;"axes=X,Y,Z; Scur=1.0001; Ssum=87.1053; lambda=1.7321"
25.04.2026;15:39:15;еап;44;Мужской;20260425_153658_390106;stage_event;method_a;method_a_stage;3;crash;59849;461.191;87.105;-0.972;86;"axes=X,Y,Z; Scur=1.0000; Ssum=87.1053; lambda=1.7321"
25.04.2026;15:39:15;еап;44;Мужской;20260425_153658_390106;stage_report;method_a;method_a_stage;3;stage_end;60010;1.7321;0.2416;0.0;86;"axes=X,Y,Z; gamma=0.7584; h=0.2416; tr=0.0000"
25.04.2026;15:39:15;еап;44;Мужской;20260425_153658_390106;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_153658_390106.json
25.04.2026;15:39:16;еап;44;Мужской;20260425_153658_390106;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;15:39:19;еап;44;Мужской;20260425_153658_390106;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;15:51:34;ке;55;Мужской;20260425_155134_797477;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;15:51:34;ке;55;Мужской;20260425_155134_797477;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;15:51:36;ке;55;Мужской;20260425_155134_797477;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;15:51:38;ке;55;Мужской;20260425_155134_797477;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;15:51:38;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;15:52:06;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;1;crash;26460;455.279;12.618;0.0;1;"axes=X; Scur=1.0000; Ssum=12.6180; lambda=1.3333"
25.04.2026;15:52:06;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;1;crash;27129;466.625;13.226;0.0;2;"axes=X; Scur=1.0000; Ssum=13.2257; lambda=1.0000"
25.04.2026;15:52:07;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;1;crash;27930;454.711;13.226;0.0;3;"axes=X; Scur=1.0000; Ssum=13.2257; lambda=1.0000"
25.04.2026;15:52:08;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;1;crash;28794;459.387;14.771;0.0;4;"axes=X; Scur=1.0000; Ssum=14.7706; lambda=1.0000"
25.04.2026;15:52:08;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;1;crash;29195;459.463;15.874;0.0;5;"axes=X; Scur=1.0000; Ssum=15.8745; lambda=1.0000"
25.04.2026;15:52:09;ке;55;Мужской;20260425_155134_797477;stage_report;method_a;method_a_stage;1;stage_end;30010;1.1278;0.1455;0.0;5;"axes=X; gamma=0.8545; h=0.1455; tr=0.0000"
25.04.2026;15:52:09;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;15:52:21;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;11118;474.933;7.916;0.0;1;"axes=X,Y; Scur=1.2526; Ssum=7.9157; lambda=1.6499"
25.04.2026;15:52:22;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;11907;-465.799;8.75;0.0;2;"axes=X,Y; Scur=1.1265; Ssum=8.7497; lambda=1.4142"
25.04.2026;15:52:25;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;14737;-344.018;15.45;0.0;3;"axes=X,Y; Scur=1.2364; Ssum=15.4498; lambda=1.4142"
25.04.2026;15:52:35;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;24454;-458.34;21.489;0.0;4;"axes=X,Y; Scur=1.1017; Ssum=21.4891; lambda=1.4142"
25.04.2026;15:52:37;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;26318;446.271;24.149;0.0;5;"axes=X,Y; Scur=1.2658; Ssum=24.1488; lambda=1.4142"
25.04.2026;15:52:37;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;26822;483.577;24.149;0.0;6;"axes=X,Y; Scur=1.0000; Ssum=24.1488; lambda=1.4142"
25.04.2026;15:52:38;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;27801;449.954;24.853;0.0;7;"axes=X,Y; Scur=1.0000; Ssum=24.8534; lambda=1.4142"
25.04.2026;15:52:39;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;28291;459.331;25.481;0.0;8;"axes=X,Y; Scur=1.0000; Ssum=25.4812; lambda=1.4142"
25.04.2026;15:52:40;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;29643;-462.626;27.075;0.0;9;"axes=X,Y; Scur=1.0213; Ssum=27.0750; lambda=1.4142"
25.04.2026;15:52:41;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;30374;-492.241;27.075;0.0;10;"axes=X,Y; Scur=1.0056; Ssum=27.0750; lambda=1.4142"
25.04.2026;15:52:41;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;30772;-460.058;27.292;0.0;11;"axes=X,Y; Scur=1.0000; Ssum=27.2922; lambda=1.4142"
25.04.2026;15:52:42;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;31309;446.349;27.516;0.0;12;"axes=X,Y; Scur=1.0000; Ssum=27.5162; lambda=1.4142"
25.04.2026;15:52:42;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;31643;461.977;28.382;0.0;13;"axes=X,Y; Scur=1.0000; Ssum=28.3821; lambda=1.4142"
25.04.2026;15:52:42;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;32211;-476.639;29.049;0.0;14;"axes=X,Y; Scur=1.0000; Ssum=29.0492; lambda=1.4142"
25.04.2026;15:52:43;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;32662;509.277;29.446;0.0;15;"axes=X,Y; Scur=1.0815; Ssum=29.4460; lambda=1.4142"
25.04.2026;15:52:43;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;33131;-479.482;29.446;0.0;16;"axes=X,Y; Scur=1.0000; Ssum=29.4460; lambda=1.4142"
25.04.2026;15:52:44;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;33649;458.639;29.446;0.0;17;"axes=X,Y; Scur=1.0000; Ssum=29.4460; lambda=1.4142"
25.04.2026;15:52:45;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;34614;-453.407;30.729;0.0;18;"axes=X,Y; Scur=1.0000; Ssum=30.7292; lambda=1.4142"
25.04.2026;15:52:45;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;35131;-480.798;31.185;0.0;19;"axes=X,Y; Scur=1.0000; Ssum=31.1852; lambda=1.4142"
25.04.2026;15:52:46;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;35632;475.622;31.283;0.0;20;"axes=X,Y; Scur=1.0019; Ssum=31.2830; lambda=1.4142"
25.04.2026;15:52:47;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;2;crash;36913;-476.857;31.894;0.0;21;"axes=X,Y; Scur=1.0948; Ssum=31.8935; lambda=1.4142"
25.04.2026;15:52:50;ке;55;Мужской;20260425_155134_797477;stage_report;method_a;method_a_stage;2;stage_end;40014;1.4231;0.174;0.0;21;"axes=X,Y; gamma=0.8260; h=0.1740; tr=0.0000"
25.04.2026;15:52:50;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;stage_start;;;;;;axes=X,Y,Z
25.04.2026;15:52:59;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;7288;52.046;5.391;17.689;1;"axes=X,Y,Z; Scur=0.8234; Ssum=5.3906; lambda=1.7321"
25.04.2026;15:53:00;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;8431;-446.694;6.134;6.858;2;"axes=X,Y,Z; Scur=1.0351; Ssum=6.1337; lambda=1.7321"
25.04.2026;15:53:01;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;9472;-294.808;7.217;6.246;3;"axes=X,Y,Z; Scur=1.1634; Ssum=7.2171; lambda=1.7321"
25.04.2026;15:53:01;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;9846;471.683;7.3;2.244;4;"axes=X,Y,Z; Scur=1.0338; Ssum=7.3004; lambda=1.7321"
25.04.2026;15:53:02;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;11216;450.597;9.341;8.226;5;"axes=X,Y,Z; Scur=1.0000; Ssum=9.3413; lambda=1.7321"
25.04.2026;15:53:03;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;11758;471.424;9.892;3.252;6;"axes=X,Y,Z; Scur=1.0079; Ssum=9.8918; lambda=1.7321"
25.04.2026;15:53:03;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;12152;-457.361;11.214;2.364;7;"axes=X,Y,Z; Scur=1.0000; Ssum=11.2135; lambda=1.7321"
25.04.2026;15:53:03;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;12247;-496.768;11.214;0.57;8;"axes=X,Y,Z; Scur=1.0000; Ssum=11.2135; lambda=1.7321"
25.04.2026;15:53:04;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;12578;505.923;11.246;0.138;9;"axes=X,Y,Z; Scur=1.0000; Ssum=11.2460; lambda=1.7321"
25.04.2026;15:53:05;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;13436;486.64;12.131;-5.148;10;"axes=X,Y,Z; Scur=1.0318; Ssum=12.1309; lambda=1.7321"
25.04.2026;15:53:05;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;13666;-544.393;12.967;-1.38;11;"axes=X,Y,Z; Scur=1.0000; Ssum=12.9667; lambda=1.7321"
25.04.2026;15:53:05;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;13892;520.589;12.967;-1.356;12;"axes=X,Y,Z; Scur=1.0000; Ssum=12.9667; lambda=1.7321"
25.04.2026;15:53:05;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;14108;-469.073;13.18;-1.296;13;"axes=X,Y,Z; Scur=1.0000; Ssum=13.1795; lambda=1.7321"
25.04.2026;15:53:06;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;14321;473.211;13.18;-1.278;14;"axes=X,Y,Z; Scur=1.0000; Ssum=13.1795; lambda=1.7321"
25.04.2026;15:53:07;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;15407;448.163;15.961;-6.516;15;"axes=X,Y,Z; Scur=1.0000; Ssum=15.9611; lambda=1.7321"
25.04.2026;15:53:07;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;15586;-492.031;16.172;-1.074;16;"axes=X,Y,Z; Scur=1.0000; Ssum=16.1725; lambda=1.7321"
25.04.2026;15:53:07;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;16179;484.941;16.172;-3.558;17;"axes=X,Y,Z; Scur=1.0000; Ssum=16.1725; lambda=1.7321"
25.04.2026;15:53:08;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;16388;-505.526;16.172;-1.254;18;"axes=X,Y,Z; Scur=1.0000; Ssum=16.1725; lambda=1.7321"
25.04.2026;15:53:08;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;16630;497.073;16.172;-1.452;19;"axes=X,Y,Z; Scur=1.0000; Ssum=16.1725; lambda=1.7321"
25.04.2026;15:53:08;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;16840;-446.311;16.172;-1.26;20;"axes=X,Y,Z; Scur=1.0000; Ssum=16.1725; lambda=1.7321"
25.04.2026;15:53:08;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;17036;456.977;17.58;-1.176;21;"axes=X,Y,Z; Scur=1.0000; Ssum=17.5801; lambda=1.7321"
25.04.2026;15:53:09;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;17765;-460.948;18.115;-4.374;22;"axes=X,Y,Z; Scur=1.0003; Ssum=18.1148; lambda=1.7321"
25.04.2026;15:53:09;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;18041;448.69;19.829;-1.656;23;"axes=X,Y,Z; Scur=1.0000; Ssum=19.8288; lambda=1.7321"
25.04.2026;15:53:10;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;18969;-463.398;20.519;-5.568;24;"axes=X,Y,Z; Scur=1.0012; Ssum=20.5193; lambda=1.7321"
25.04.2026;15:53:10;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;19178;501.361;20.519;-1.254;25;"axes=X,Y,Z; Scur=1.0000; Ssum=20.5193; lambda=1.7321"
25.04.2026;15:53:11;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;20100;-445.466;20.519;-5.532;26;"axes=X,Y,Z; Scur=1.0000; Ssum=20.5193; lambda=1.7321"
25.04.2026;15:53:12;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;20308;475.656;20.519;-1.248;27;"axes=X,Y,Z; Scur=1.0000; Ssum=20.5193; lambda=1.7321"
25.04.2026;15:53:12;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;20474;-447.264;20.519;-0.996;28;"axes=X,Y,Z; Scur=1.0000; Ssum=20.5193; lambda=1.7321"
25.04.2026;15:53:12;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;20740;505.039;21.012;-1.596;29;"axes=X,Y,Z; Scur=1.0000; Ssum=21.0117; lambda=1.7321"
25.04.2026;15:53:12;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;20917;-499.735;21.012;-1.062;30;"axes=X,Y,Z; Scur=1.0000; Ssum=21.0117; lambda=1.7321"
25.04.2026;15:53:12;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;21160;469.315;21.158;-1.458;31;"axes=X,Y,Z; Scur=1.0000; Ssum=21.1585; lambda=1.7321"
25.04.2026;15:53:13;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;21336;-463.727;21.158;-1.056;32;"axes=X,Y,Z; Scur=1.0000; Ssum=21.1585; lambda=1.7321"
25.04.2026;15:53:17;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;26096;-91.227;28.847;11.1;33;"axes=X,Y,Z; Scur=1.0011; Ssum=28.8469; lambda=1.7321"
25.04.2026;15:53:26;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;34280;201.259;37.561;-28.044;34;"axes=X,Y,Z; Scur=0.4100; Ssum=37.5605; lambda=1.7321"
25.04.2026;15:53:30;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;38949;-246.898;42.378;-28.014;35;"axes=X,Y,Z; Scur=0.8976; Ssum=42.3783; lambda=1.7321"
25.04.2026;15:53:35;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;43632;-347.528;50.656;-28.098;36;"axes=X,Y,Z; Scur=1.0660; Ssum=50.6564; lambda=1.7321"
25.04.2026;15:53:42;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;50314;-266.564;65.221;22.8;37;"axes=X,Y,Z; Scur=1.1377; Ssum=65.2213; lambda=1.7321"
25.04.2026;15:53:46;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;55004;-79.925;70.3;28.134;38;"axes=X,Y,Z; Scur=0.7720; Ssum=70.2996; lambda=1.7321"
25.04.2026;15:53:51;ке;55;Мужской;20260425_155134_797477;stage_event;method_a;method_a_stage;3;crash;59692;-347.899;78.344;28.128;39;"axes=X,Y,Z; Scur=1.0675; Ssum=78.3441; lambda=1.7321"
25.04.2026;15:53:51;ке;55;Мужской;20260425_155134_797477;stage_report;method_a;method_a_stage;3;stage_end;60009;1.7321;0.2217;0.0;39;"axes=X,Y,Z; gamma=0.7783; h=0.2217; tr=0.0000"
25.04.2026;15:53:51;ке;55;Мужской;20260425_155134_797477;method_session;method_a;method_a;;completed;;;;;;json=method_a_results_20260425_155134_797477.json
25.04.2026;15:53:53;ке;55;Мужской;20260425_155134_797477;summary;test_menu;method_a;;session_finished;;;;;3;Методика А завершена, данные добавлены в participants.csv и user_progress.json
25.04.2026;15:56:11;ке;55;Мужской;20260425_155134_797477;menu_event;test_menu;test_a;;marked_completed;;;;;;Тест А завершён и сохранён.
25.04.2026;16:06:41;укцук;55;Мужской;20260425_160641_147170;registration;start_page;;;submit;;;;;;Регистрационная форма принята. completed=-
25.04.2026;16:06:41;укцук;55;Мужской;20260425_160641_147170;menu_event;test_menu;;;open_menu;;;;;;next=A
25.04.2026;16:06:42;укцук;55;Мужской;20260425_160641_147170;menu_event;test_menu;test_a;;launch_requested;;;;;;Слежение за объектом
25.04.2026;16:06:44;укцук;55;Мужской;20260425_160641_147170;method_session;method_a;method_a;;launch;;;;;;"Крен управляется колесом мыши; фон неба и объект-самолёт активированы"
25.04.2026;16:06:44;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;stage_start;;;;;;axes=X
25.04.2026;16:06:51;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;crash;6727;452.051;5.736;0.0;1;"axes=X; Scur=1.0000; Ssum=5.7356; lambda=1.0000"
25.04.2026;16:06:53;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;crash;8544;455.248;8.901;0.0;2;"axes=X; Scur=1.0000; Ssum=8.9014; lambda=1.0000"
25.04.2026;16:06:58;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;crash;13256;447.823;11.361;0.0;3;"axes=X; Scur=1.0000; Ssum=11.3607; lambda=1.0000"
25.04.2026;16:07:00;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;crash;14924;453.174;13.541;0.0;4;"axes=X; Scur=1.0000; Ssum=13.5410; lambda=1.0000"
25.04.2026;16:07:01;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;crash;16203;462.485;14.138;0.0;5;"axes=X; Scur=1.0000; Ssum=14.1383; lambda=1.0000"
25.04.2026;16:07:01;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;1;stage_stop_crash_limit;16203;0.0;14.138;0.0;5;"Nreal=5; Ndop=5.0000"
25.04.2026;16:07:01;укцук;55;Мужской;20260425_160641_147170;stage_report;method_a;method_a_stage;1;stage_end;16203;1.0;0.2209;0.0;5;"axes=X; gamma=0.7791; h=0.2209; tr=0.0000"
25.04.2026;16:07:01;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;stage_start;;;;;;axes=X,Y
25.04.2026;16:07:07;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;4619;-450.679;9.95;0.0;1;"axes=X,Y; Scur=1.2194; Ssum=9.9498; lambda=1.4142"
25.04.2026;16:07:08;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;5737;472.922;10.746;0.0;2;"axes=X,Y; Scur=1.2296; Ssum=10.7463; lambda=1.4142"
25.04.2026;16:07:09;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;6787;62.2;11.918;0.0;3;"axes=X,Y; Scur=1.0000; Ssum=11.9180; lambda=1.4142"
25.04.2026;16:07:09;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;7289;450.489;11.996;0.0;4;"axes=X,Y; Scur=1.0113; Ssum=11.9958; lambda=1.4142"
25.04.2026;16:07:10;укцук;55;Мужской;20260425_160641_147170;stage_event;method_a;method_a_stage;2;crash;8287;-448.471;13.544;0.0;5;"axes=X,Y; Scur=1.0000; Ssum=13.5440; lambda=1.4142"
